DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2014,71053,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2015,70356,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2016,72796,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2017,72806,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2018,74271,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2019,75369,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2020,77020,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2021,77669,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y29,M,BE,2022,77379,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2011,62553,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2012,63823,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2013,64034,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2014,64828,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2015,63914,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2016,63884,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2017,62393,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2018,62278,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2019,61183,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2020,60758,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2021,59727,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,F,BE,2022,59316,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2011,65449,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2012,67265,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2013,67162,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2014,67811,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2015,66985,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2016,66437,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2017,65528,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2018,65510,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2019,63970,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2020,63769,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2021,62386,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y3,M,BE,2022,61830,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2011,73654,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2012,72923,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2013,72583,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2014,71172,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2015,71635,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2016,71429,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2017,72701,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2018,73350,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2019,75156,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2020,75565,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2021,77236,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,F,BE,2022,77511,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2011,73950,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2012,73802,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2013,73141,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2014,71623,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2015,71429,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2016,71334,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2017,72999,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2018,73290,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2019,74948,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2020,76052,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2021,77469,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y30,M,BE,2022,78306,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2011,72077,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2012,74241,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2013,73466,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2014,72963,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2015,71678,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2016,72187,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2017,71813,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2018,73147,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2019,73868,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2020,75872,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2021,76119,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,F,BE,2022,77812,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2011,73987,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2012,74494,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2013,74427,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2014,73392,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2015,72013,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2016,72185,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2017,71581,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2018,73490,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2019,73753,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2020,75872,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2021,76504,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y31,M,BE,2022,78020,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2011,71633,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2012,72576,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2013,74830,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2014,73755,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2015,73304,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2016,72147,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2017,72445,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2018,72087,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2019,73695,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2020,74569,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2021,76357,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,F,BE,2022,76624,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2011,72935,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2012,74465,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2013,75042,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2014,74650,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2015,73676,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2016,72790,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2017,72271,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2018,71918,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2019,73988,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2020,74465,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2021,76343,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y32,M,BE,2022,76934,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2011,70922,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2012,72239,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2013,73009,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2014,75106,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2015,74054,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2016,73775,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2017,72317,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2018,72784,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2019,72643,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2020,74306,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2021,75037,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,F,BE,2022,76850,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2011,72053,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2012,73347,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2013,74927,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2014,75229,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2015,74879,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2016,74327,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2017,72967,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2018,72618,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2019,72481,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2020,74573,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2021,74982,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y33,M,BE,2022,76746,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2011,69921,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2012,71441,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2013,72663,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2014,73271,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2015,75558,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2016,74497,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2017,74106,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2018,72636,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2019,73252,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2020,73174,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2021,74744,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,F,BE,2022,75515,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2011,71803,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2012,72440,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2013,73700,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2014,75099,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2015,75504,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2016,75479,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2017,74261,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2018,73229,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2019,72996,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2020,73089,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2021,75014,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y34,M,BE,2022,75382,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2011,68945,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2012,70404,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2013,71805,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2014,72906,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2015,73607,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2016,75925,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2017,74755,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2018,74414,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2019,73002,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2020,73823,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2021,73586,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,F,BE,2022,75269,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2011,70813,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2012,72065,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2013,72821,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2014,73709,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2015,75321,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2016,76113,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2017,75499,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2018,74526,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2019,73509,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2020,73550,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2021,73388,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y35,M,BE,2022,75406,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2011,70877,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2012,69403,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2013,70793,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2014,71974,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2015,73240,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2016,74021,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2017,76125,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2018,75060,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2019,74845,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2020,73562,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2021,74267,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,F,BE,2022,74086,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2011,73090,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2012,71183,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2013,72385,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2014,72952,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2015,73930,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2016,75758,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2017,76034,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2018,75816,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2019,74900,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2020,73892,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2021,73937,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y36,M,BE,2022,73816,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2011,72692,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2012,71202,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2013,69791,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2014,71032,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2015,72258,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2016,73630,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2017,74186,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2018,76384,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2019,75349,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2020,75314,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2021,73972,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,F,BE,2022,74581,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2011,75228,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2012,73329,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2013,71401,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2014,72499,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2015,73187,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2016,74253,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2017,75765,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2018,76301,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2019,76082,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2020,75315,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2021,74187,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y37,M,BE,2022,74260,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2011,75619,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2012,73022,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2013,71541,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2014,69870,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2015,71267,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2016,72616,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2017,73809,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2018,74423,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2019,76731,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2020,75743,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2021,75668,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,F,BE,2022,74376,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2011,77569,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2012,75485,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2013,73644,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2014,71485,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2015,72691,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2016,73612,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2017,74307,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2018,75888,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2019,76560,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2020,76491,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2021,75701,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y38,M,BE,2022,74533,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2011,77255,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2012,75867,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2013,73231,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2014,71701,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2015,70064,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2016,71483,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2017,72818,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2018,73991,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2019,74700,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2020,77170,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2021,76101,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,F,BE,2022,75994,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,M,BE,2011,79114,
ESTAT:DEMO_PJAN(1.0),03/07/23 23:00:00,A,NR,Y39,M,BE,2012,77629,
