"","ATCCode","DateUsedForStatisticsYear","Sector","ReportQuarter","TOTAL_VOLUME","TOTAL_VOLUME_UNIT","TOTAL_DDD"
"7619","J05AR08",2018,"HC",3,626604,"mg",1333.2
"7620","J05AR08",2018,"HC",4,790375.5,"mg",1681.65
"7621","J05AR08",2019,"AC",1,19424724,"mg",41329.2
"7622","J05AR08",2019,"AC",2,20435835,"mg",43480.5
"7623","J05AR08",2019,"AC",3,18912048,"mg",40238.4
"7624","J05AR08",2019,"AC",4,20051328,"mg",42662.4
"7625","J05AR08",2019,"HC",1,501757.9,"mg",1067.57
"7626","J05AR08",2019,"HC",2,566791.8,"mg",1205.94
"7627","J05AR08",2019,"HC",3,618534.1,"mg",1316.03
"7628","J05AR08",2019,"HC",4,569165.3,"mg",1210.99
"7629","J05AR08",2020,"AC",1,19638339,"mg",41783.7
"7630","J05AR08",2020,"AC",2,18185757,"mg",38693.1
"7631","J05AR08",2020,"AC",3,20108292,"mg",42783.6
"7632","J05AR08",2020,"AC",4,17174646,"mg",36541.8
"7633","J05AR08",2020,"HC",1,586254.5,"mg",1247.35
"7634","J05AR08",2020,"HC",2,399697.4,"mg",850.42
"7635","J05AR08",2020,"HC",3,513625.4,"mg",1092.82
"7636","J05AR08",2020,"HC",4,373588.9,"mg",794.87
"7637","J05AR08",2021,"AC",1,20321907,"mg",43238.1
"7638","J05AR08",2021,"AC",2,18100311,"mg",38511.3
"7639","J05AR08",2021,"AC",3,17060718,"mg",36299.4
"7640","J05AR08",2021,"AC",4,19994364,"mg",42541.2
"7641","J05AR08",2021,"HC",1,471851.8,"mg",1003.94
"7642","J05AR08",2021,"HC",2,356025,"mg",757.5
"7643","J05AR08",2021,"HC",3,346531,"mg",737.3
"7644","J05AR08",2021,"HC",4,412848,"mg",878.4
"7645","J05AR09",2014,"AC",1,4217445,"mg",5661
"7646","J05AR09",2014,"AC",2,25920189,"mg",34792.2
"7647","J05AR09",2014,"AC",3,38458539,"mg",51622.2
"7648","J05AR09",2014,"AC",4,48352437,"mg",64902.6
"7649","J05AR09",2014,"HC",1,2912696.7,"mg",3909.66
"7650","J05AR09",2014,"HC",2,8021504.4,"mg",10767.12
"7651","J05AR09",2014,"HC",3,9193270.2,"mg",12339.96
"7652","J05AR09",2014,"HC",4,9802710,"mg",13158
"7653","J05AR09",2015,"AC",1,51430032,"mg",69033.6
"7654","J05AR09",2015,"AC",2,56673342,"mg",76071.6
"7655","J05AR09",2015,"AC",3,56012229,"mg",75184.2
"7656","J05AR09",2015,"AC",4,62577765,"mg",83997
"7657","J05AR09",2015,"HC",1,11463091.5,"mg",15386.7
"7658","J05AR09",2015,"HC",2,12051254.1,"mg",16176.18
"7659","J05AR09",2015,"HC",3,12652335,"mg",16983
"7660","J05AR09",2015,"HC",4,12244268.7,"mg",16435.26
"7661","J05AR09",2016,"AC",1,64311901.5,"mg",86324.7
"7662","J05AR09",2016,"AC",2,68104249.5,"mg",91415.1
"7663","J05AR09",2016,"AC",3,58420218,"mg",78416.4
"7664","J05AR09",2016,"AC",4,42456484.65,"mg",56988.57
"7665","J05AR09",2016,"HC",1,12079079.85,"mg",16213.53
"7666","J05AR09",2016,"HC",2,11594502.05,"mg",15563.09
"7667","J05AR09",2016,"HC",3,7788609.95,"mg",10454.51
"7668","J05AR09",2016,"HC",4,3571127.7,"mg",4793.46
"7669","J05AR09",2017,"AC",1,25192026,"mg",33814.8
"7670","J05AR09",2017,"AC",2,20654752.5,"mg",27724.5
"7671","J05AR09",2017,"AC",3,16230346.5,"mg",21785.7
"7672","J05AR09",2017,"AC",4,14353840.5,"mg",19266.9
"7673","J05AR09",2017,"HC",1,2285190.65,"mg",3067.37
"7674","J05AR09",2017,"HC",2,1594441.55,"mg",2140.19
"7675","J05AR09",2017,"HC",3,1335598.75,"mg",1792.75
"7676","J05AR09",2017,"HC",4,1391280.05,"mg",1867.49
"7677","J05AR09",2018,"AC",1,14740495.5,"mg",19785.9
"7678","J05AR09",2018,"AC",2,12415425,"mg",16665
"7679","J05AR09",2018,"AC",3,11444764.5,"mg",15362.1
"7680","J05AR09",2018,"AC",4,11805940.5,"mg",15846.9
"7681","J05AR09",2018,"HC",1,955611.5,"mg",1282.7
"7682","J05AR09",2018,"HC",2,1048162.85,"mg",1406.93
"7683","J05AR09",2018,"HC",3,1218969,"mg",1636.2
"7684","J05AR09",2018,"HC",4,487587.6,"mg",654.48
"7685","J05AR09",2019,"AC",1,8939106,"mg",11998.8
"7686","J05AR09",2019,"AC",2,9526017,"mg",12786.6
"7687","J05AR09",2019,"AC",3,7501926.5,"mg",10069.7
"7688","J05AR09",2019,"AC",4,8153548.2,"mg",10944.36
"7689","J05AR09",2019,"HC",1,977432.55,"mg",1311.99
"7690","J05AR09",2019,"HC",2,905949.8,"mg",1216.04
"7691","J05AR09",2019,"HC",3,1128675,"mg",1515
"7692","J05AR09",2019,"HC",4,933790.45,"mg",1253.41
"7693","J05AR09",2020,"AC",1,7440978.05,"mg",9987.89
"7694","J05AR09",2020,"AC",2,6735179.95,"mg",9040.51
"7695","J05AR09",2020,"AC",3,5981977.5,"mg",8029.5
"7696","J05AR09",2020,"AC",4,6230286,"mg",8362.8
"7697","J05AR09",2020,"HC",1,871337.1,"mg",1169.58
"7698","J05AR09",2020,"HC",2,948839.45,"mg",1273.61
"7699","J05AR09",2020,"HC",3,674195.2,"mg",904.96
"7700","J05AR09",2020,"HC",4,723104.45,"mg",970.61
"7701","J05AR09",2021,"AC",1,6185139,"mg",8302.2
"7702","J05AR09",2021,"AC",2,5733669,"mg",7696.2
"7703","J05AR09",2021,"AC",3,5462787,"mg",7332.6
"7704","J05AR09",2021,"AC",4,5056464,"mg",6787.2
"7705","J05AR09",2021,"HC",1,568099.75,"mg",762.55
"7706","J05AR09",2021,"HC",2,721607,"mg",968.6
"7707","J05AR09",2021,"HC",3,493607.2,"mg",662.56
"7708","J05AR09",2021,"HC",4,1154303,"mg",1549.4
"7709","J05AR10",2012,"AC",1,69994440,"mg",87493.05
"7710","J05AR10",2012,"AC",2,66983400,"mg",83729.25
"7711","J05AR10",2012,"AC",3,62038440,"mg",77548.05
"7712","J05AR10",2012,"AC",4,65008320,"mg",81260.4
"7713","J05AR10",2012,"HC",1,19593384,"mg",24491.73
"7714","J05AR10",2012,"HC",2,15423828,"mg",19279.785
"7715","J05AR10",2012,"HC",3,15696984,"mg",19621.23
"7716","J05AR10",2012,"HC",4,16580916,"mg",20726.145
"7717","J05AR10",2013,"AC",1,587520,"mg",734.4
"7718","J05AR10",2013,"AC",2,905760,"mg",1132.2
"7719","J05AR10",2013,"AC",3,563040,"mg",703.8
"7720","J05AR10",2013,"AC",4,539736,"mg",674.67
"7721","J05AR10",2013,"HC",1,15508692,"mg",19385.865
"7722","J05AR10",2013,"HC",2,12751020,"mg",15938.775
"7723","J05AR10",2013,"HC",3,11825268,"mg",14781.585
"7724","J05AR10",2013,"HC",4,12293856,"mg",15367.32
"7725","J05AR10",2014,"AC",1,918000,"mg",1147.5
"7726","J05AR10",2014,"AC",2,1009800,"mg",1262.25
"7727","J05AR10",2014,"AC",3,918000,"mg",1147.5
"7728","J05AR10",2014,"AC",4,1009800,"mg",1262.25
"7729","J05AR10",2014,"HC",1,11978880,"mg",14973.6
"7730","J05AR10",2014,"HC",2,10191432,"mg",12739.29
"7731","J05AR10",2014,"HC",3,10205508,"mg",12756.885
"7732","J05AR10",2014,"HC",4,7254852,"mg",9068.565
"7733","J05AR10",2015,"AC",1,826200,"mg",1032.75
"7734","J05AR10",2015,"AC",2,1193400,"mg",1491.75
"7735","J05AR10",2015,"AC",3,826200,"mg",1032.75
"7736","J05AR10",2015,"AC",4,765000,"mg",956.25
"7737","J05AR10",2015,"HC",1,7258320,"mg",9072.9
"7738","J05AR10",2015,"HC",2,6866232,"mg",8582.79
"7739","J05AR10",2015,"HC",3,6171816,"mg",7714.77
"7740","J05AR10",2015,"HC",4,5280744,"mg",6600.93
"7741","J05AR10",2016,"AC",1,20429472,"mg",25536.84
"7742","J05AR10",2016,"AC",2,19526128,"mg",24407.66
"7743","J05AR10",2016,"AC",3,15953960,"mg",19942.45
"7744","J05AR10",2016,"AC",4,15906695.8,"mg",19883.36975
"7745","J05AR10",2016,"HC",1,5496622,"mg",6870.7775
"7746","J05AR10",2016,"HC",2,4689632,"mg",5862.04
"7747","J05AR10",2016,"HC",3,4381784,"mg",5477.23
"7748","J05AR10",2016,"HC",4,3074844,"mg",3843.555
"7749","J05AR10",2017,"AC",1,10205848,"mg",12757.31
"7750","J05AR10",2017,"AC",2,8824168,"mg",11030.21
"7751","J05AR10",2017,"AC",3,8533288,"mg",10666.61
"7752","J05AR10",2017,"AC",4,8422738,"mg",10528.4225
"7753","J05AR10",2017,"HC",1,2315930,"mg",2894.9125
"7754","J05AR10",2017,"HC",2,1090598,"mg",1363.2475
"7755","J05AR10",2017,"HC",3,1088578,"mg",1360.7225
"7756","J05AR10",2017,"HC",4,1455006,"mg",1818.7575
"7757","J05AR10",2018,"AC",1,8345428,"mg",10431.785
"7758","J05AR10",2018,"AC",2,6981928,"mg",8727.41
"7759","J05AR10",2018,"AC",3,6857496,"mg",8571.87
"7760","J05AR10",2018,"AC",4,5533184,"mg",6916.48
"7761","J05AR10",2018,"HC",1,692658,"mg",865.8225
"7762","J05AR10",2018,"HC",2,1037876,"mg",1297.345
"7763","J05AR10",2018,"HC",3,803354,"mg",1004.1925
"7764","J05AR10",2018,"HC",4,895668,"mg",1119.585
"7765","J05AR10",2019,"AC",1,3819416,"mg",4774.27
"7766","J05AR10",2019,"AC",2,4108680,"mg",5135.85
"7767","J05AR10",2019,"AC",3,3320880,"mg",4151.1
"7768","J05AR10",2019,"AC",4,2424000,"mg",3030
"7769","J05AR10",2019,"HC",1,1261894,"mg",1577.3675
"7770","J05AR10",2019,"HC",2,825776,"mg",1032.22
"7771","J05AR10",2019,"HC",3,412888,"mg",516.11
"7772","J05AR10",2019,"HC",4,605798,"mg",757.2475
"7773","J05AR10",2020,"AC",1,2642160,"mg",3302.7
"7774","J05AR10",2020,"AC",2,2739120,"mg",3423.9
"7775","J05AR10",2020,"AC",3,1551360,"mg",1939.2
"7776","J05AR10",2020,"AC",4,2084640,"mg",2605.8
"7777","J05AR10",2020,"HC",1,891426,"mg",1114.2825
"7778","J05AR10",2020,"HC",2,458136,"mg",572.67
"7779","J05AR10",2020,"HC",3,715080,"mg",893.85
"7780","J05AR10",2020,"HC",4,449652,"mg",562.065
"7781","J05AR10",2021,"AC",1,1478640,"mg",1848.3
"7782","J05AR10",2021,"AC",2,1575600,"mg",1969.5
"7783","J05AR10",2021,"AC",3,1333200,"mg",1666.5
"7784","J05AR10",2021,"AC",4,1405920,"mg",1757.4
"7785","J05AR10",2021,"HC",1,680740,"mg",850.925
"7786","J05AR10",2021,"HC",2,393092,"mg",491.365
"7787","J05AR10",2021,"HC",3,82012,"mg",102.515
"7788","J05AR10",2021,"HC",4,374784,"mg",468.48
"7789","J05AR13",2015,"AC",2,14069880,"mg",14810.4
"7790","J05AR13",2015,"AC",3,84884400,"mg",89352
"7791","J05AR13",2015,"AC",4,136018530,"mg",143177.4
"7792","J05AR13",2015,"HC",2,17540838,"mg",18464.04
"7793","J05AR13",2015,"HC",3,35640789,"mg",37516.62
"7794","J05AR13",2015,"HC",4,38816202,"mg",40859.16
"7795","J05AR13",2016,"AC",1,167968151,"mg",176808.58
"7796","J05AR13",2016,"AC",2,200946166,"mg",211522.28
"7797","J05AR13",2016,"AC",3,209354264.5,"mg",220372.91
"7798","J05AR13",2016,"AC",4,237557549.1,"mg",250060.578
"7799","J05AR13",2016,"HC",1,37955901,"mg",39953.58
"7800","J05AR13",2016,"HC",2,33987409,"mg",35776.22
"7801","J05AR13",2016,"HC",3,31540684,"mg",33200.72
"7802","J05AR13",2016,"HC",4,31792073,"mg",33465.34
"7803","J05AR13",2017,"AC",1,233691022.5,"mg",245990.55
"7804","J05AR13",2017,"AC",2,250016915,"mg",263175.7
"7805","J05AR13",2017,"AC",3,238708248,"mg",251271.84
"7806","J05AR13",2017,"AC",4,264699545,"mg",278631.1
"7807","J05AR13",2017,"HC",1,36317075,"mg",38228.5
"7808","J05AR13",2017,"HC",2,32136533.5,"mg",33827.93
"7809","J05AR13",2017,"HC",3,35480391,"mg",37347.78
"7810","J05AR13",2017,"HC",4,32423424,"mg",34129.92
"7811","J05AR13",2018,"AC",1,267215952.5,"mg",281279.95
"7812","J05AR13",2018,"AC",2,256820729.5,"mg",270337.61
"7813","J05AR13",2018,"AC",3,244862481,"mg",257749.98
"7814","J05AR13",2018,"AC",4,271830188,"mg",286137.04
"7815","J05AR13",2018,"HC",1,35325911.5,"mg",37185.17
"7816","J05AR13",2018,"HC",2,31869792.5,"mg",33547.15
"7817","J05AR13",2018,"HC",3,30465084.5,"mg",32068.51
"7818","J05AR13",2018,"HC",4,30823937.5,"mg",32446.25
"7819","J05AR13",2019,"AC",1,246491712,"mg",259464.96
"7820","J05AR13",2019,"AC",2,250583979.5,"mg",263772.61
"7821","J05AR13",2019,"AC",3,232539622.5,"mg",244778.55
"7822","J05AR13",2019,"AC",4,247772644.5,"mg",260813.31
"7823","J05AR13",2019,"HC",1,26937962.5,"mg",28355.75
"7824","J05AR13",2019,"HC",2,31541643.5,"mg",33201.73
"7825","J05AR13",2019,"HC",3,26909177.5,"mg",28325.45
"7826","J05AR13",2019,"HC",4,26747022,"mg",28154.76
"7827","J05AR13",2020,"AC",1,223304435,"mg",235057.3
"7828","J05AR13",2020,"AC",2,200260123.5,"mg",210800.13
"7829","J05AR13",2020,"AC",3,207245283.5,"mg",218152.93
"7830","J05AR13",2020,"AC",4,188531195.5,"mg",198453.89
"7831","J05AR13",2020,"HC",1,22925333.5,"mg",24131.93
"7832","J05AR13",2020,"HC",2,27343831,"mg",28782.98
"7833","J05AR13",2020,"HC",3,21790245,"mg",22937.1
"7834","J05AR13",2020,"HC",4,23462672.5,"mg",24697.55
"7835","J05AR13",2021,"AC",1,171154650.5,"mg",180162.79
"7836","J05AR13",2021,"AC",2,159436277,"mg",167827.66
"7837","J05AR13",2021,"AC",3,148089230,"mg",155883.4
"7838","J05AR13",2021,"AC",4,151123169,"mg",159077.02
"7839","J05AR13",2021,"HC",1,23489519.5,"mg",24725.81
"7840","J05AR13",2021,"HC",2,23202629,"mg",24423.82
"7841","J05AR13",2021,"HC",3,18584555.5,"mg",19562.69
"7842","J05AR13",2021,"HC",4,31696332,"mg",33364.56
"7843","J05AR14",2015,"AC",4,2093040,"mg",2203.2
"7844","J05AR14",2015,"HC",4,2034900,"mg",2142
"7845","J05AR14",2016,"AC",1,33333030,"mg",35087.4
"7846","J05AR14",2016,"AC",2,57950921.5,"mg",61000.97
"7847","J05AR14",2016,"AC",3,65713276.5,"mg",69171.87
"7848","J05AR14",2016,"AC",4,72358624.35,"mg",76166.973
"7849","J05AR14",2016,"HC",1,6916076,"mg",7280.08
"7850","J05AR14",2016,"HC",2,7533994,"mg",7930.52
"7851","J05AR14",2016,"HC",3,7077272,"mg",7449.76
"7852","J05AR14",2016,"HC",4,8990515,"mg",9463.7
"7853","J05AR14",2017,"AC",1,75407105,"mg",79375.9
"7854","J05AR14",2017,"AC",2,86997865,"mg",91576.7
"7855","J05AR14",2017,"AC",3,86881765.5,"mg",91454.49
"7856","J05AR14",2017,"AC",4,98775642,"mg",103974.36
"7857","J05AR14",2017,"HC",1,13217112.5,"mg",13912.75
"7858","J05AR14",2017,"HC",2,12394821,"mg",13047.18
"7859","J05AR14",2017,"HC",3,14035566,"mg",14774.28
"7860","J05AR14",2017,"HC",4,14512437.5,"mg",15276.25
"7861","J05AR14",2018,"AC",1,92150380,"mg",97000.4
"7862","J05AR14",2018,"AC",2,83176176.5,"mg",87553.87
"7863","J05AR14",2018,"AC",3,68603290.5,"mg",72213.99
"7864","J05AR14",2018,"AC",4,67499865.5,"mg",71052.49
"7865","J05AR14",2018,"HC",1,12193326,"mg",12835.08
"7866","J05AR14",2018,"HC",2,12553138.5,"mg",13213.83
"7867","J05AR14",2018,"HC",3,12534908,"mg",13194.64
"7868","J05AR14",2018,"HC",4,13675753.5,"mg",14395.53
"7869","J05AR14",2019,"AC",1,60286344.5,"mg",63459.31
"7870","J05AR14",2019,"AC",2,63940120.5,"mg",67305.39
"7871","J05AR14",2019,"AC",3,61352349,"mg",64581.42
"7872","J05AR14",2019,"AC",4,54491924,"mg",57359.92
"7873","J05AR14",2019,"HC",1,13774582,"mg",14499.56
"7874","J05AR14",2019,"HC",2,9941379.5,"mg",10464.61
"7875","J05AR14",2019,"HC",3,8944459,"mg",9415.22
"7876","J05AR14",2019,"HC",4,6256899.5,"mg",6586.21
"7877","J05AR14",2020,"AC",1,56149940,"mg",59105.2
"7878","J05AR14",2020,"AC",2,53213870,"mg",56014.6
"7879","J05AR14",2020,"AC",3,53509396,"mg",56325.68
"7880","J05AR14",2020,"AC",4,56578836.5,"mg",59556.67
"7881","J05AR14",2020,"HC",1,7553184,"mg",7950.72
"7882","J05AR14",2020,"HC",2,5950819,"mg",6264.02
"7883","J05AR14",2020,"HC",3,6957334.5,"mg",7323.51
"7884","J05AR14",2020,"HC",4,5876937.5,"mg",6186.25
"7885","J05AR14",2021,"AC",1,49142711.5,"mg",51729.17
"7886","J05AR14",2021,"AC",2,52218868.5,"mg",54967.23
"7887","J05AR14",2021,"AC",3,47813804,"mg",50330.32
"7888","J05AR14",2021,"AC",4,52031766,"mg",54770.28
"7889","J05AR14",2021,"HC",1,7674081,"mg",8077.98
"7890","J05AR14",2021,"HC",2,6551475.5,"mg",6896.29
"7891","J05AR14",2021,"HC",3,4475108,"mg",4710.64
"7892","J05AR14",2021,"HC",4,4972110,"mg",5233.8
"7893","J05AR17",2016,"AC",4,540420,"mg",2702.1
"7894","J05AR17",2016,"HC",4,260580,"mg",1302.9
"7895","J05AR17",2017,"AC",1,8708220,"mg",43541.1
"7896","J05AR17",2017,"AC",2,14750848,"mg",73754.24
"7897","J05AR17",2017,"AC",3,18129500,"mg",90647.5
"7898","J05AR17",2017,"AC",4,22229288,"mg",111146.44
"7899","J05AR17",2017,"HC",1,2745180,"mg",13725.9
"7900","J05AR17",2017,"HC",2,2943544,"mg",14717.72
"7901","J05AR17",2017,"HC",3,3005558,"mg",15027.79
"7902","J05AR17",2017,"HC",4,3361078,"mg",16805.39
"7903","J05AR17",2018,"AC",1,23873572,"mg",119367.86
"7904","J05AR17",2018,"AC",2,23766512,"mg",118832.56
"7905","J05AR17",2018,"AC",3,23206164,"mg",116030.82
"7906","J05AR17",2018,"AC",4,25507550,"mg",127537.75
"7907","J05AR17",2018,"HC",1,3795580,"mg",18977.9
"7908","J05AR17",2018,"HC",2,3176652,"mg",15883.26
"7909","J05AR17",2018,"HC",3,3250584,"mg",16252.92
"7910","J05AR17",2018,"HC",4,2812244,"mg",14061.22
"7911","J05AR17",2019,"AC",1,22774490,"mg",113872.45
"7912","J05AR17",2019,"AC",2,21761662,"mg",108808.31
"7913","J05AR17",2019,"AC",3,22256360,"mg",111281.8
"7914","J05AR17",2019,"HC",1,2608224,"mg",13041.12
"7915","J05AR17",2019,"HC",2,2175338,"mg",10876.69
"7916","J05AR17",2019,"HC",3,2179782,"mg",10898.91
"7917","J05AR17",2019,"HC",4,82620,"mg",413.1
"7918","J05AR17",2020,"HC",1,24240,"mg",121.2
"7919","J05AR17",2020,"HC",2,48660,"mg",243.3
"7920","J05AR17",2020,"HC",3,48120,"mg",240.6
"7921","J05AR17",2020,"HC",4,36780,"mg",183.9
"7922","J05AR17",2021,"HC",1,18384,"mg",91.92
"7923","J05AR17",2021,"HC",2,8280,"mg",41.4
"7924","J05AR18",2016,"AC",3,6212106,"mg",12180.6
"7925","J05AR18",2016,"AC",4,35102178,"mg",68827.8
"7926","J05AR18",2016,"HC",3,5567200.8,"mg",10916.08
"7927","J05AR18",2016,"HC",4,11820514.8,"mg",23177.48
"7928","J05AR18",2017,"AC",1,54286389,"mg",106443.9
"7929","J05AR18",2017,"AC",2,66194470.8,"mg",129793.08
"7930","J05AR18",2017,"AC",3,67057778.4,"mg",131485.84
"7931","J05AR18",2017,"AC",4,79335069.6,"mg",155558.96
"7932","J05AR18",2017,"HC",1,13034090.4,"mg",25557.04
"7933","J05AR18",2017,"HC",2,12938281.8,"mg",25369.18
"7934","J05AR18",2017,"HC",3,11790639,"mg",23118.9
"7935","J05AR18",2017,"HC",4,13100538.3,"mg",25687.33
"7936","J05AR18",2018,"AC",1,82769873.7,"mg",162293.87
"7937","J05AR18",2018,"AC",2,84674198.4,"mg",166027.84
"7938","J05AR18",2018,"AC",3,86055696.6,"mg",168736.66
"7939","J05AR18",2018,"AC",4,92597466.6,"mg",181563.66
"7940","J05AR18",2018,"HC",1,14359442.7,"mg",28155.77
"7941","J05AR18",2018,"HC",2,13539918.6,"mg",26548.86
"7942","J05AR18",2018,"HC",3,13677965.4,"mg",26819.54
"7943","J05AR18",2018,"HC",4,12578742,"mg",24664.2
"7944","J05AR18",2019,"AC",1,85757453.7,"mg",168151.87
"7945","J05AR18",2019,"AC",2,80489526,"mg",157822.6
"7946","J05AR18",2019,"AC",3,76745779.2,"mg",150481.92
"7947","J05AR18",2019,"AC",4,83830464.6,"mg",164373.46
"7948","J05AR18",2019,"HC",1,10105231.8,"mg",19814.18
"7949","J05AR18",2019,"HC",2,10101111,"mg",19806.1
"7950","J05AR18",2019,"HC",3,10056812.4,"mg",19719.24
"7951","J05AR18",2019,"HC",4,8637196.8,"mg",16935.68
"7952","J05AR18",2020,"AC",1,78564597.3,"mg",154048.23
"7953","J05AR18",2020,"AC",2,68628833.4,"mg",134566.34
"7954","J05AR18",2020,"AC",3,74345413.2,"mg",145775.32
"7955","J05AR18",2020,"AC",4,68504179.2,"mg",134321.92
"7956","J05AR18",2020,"HC",1,10647117,"mg",20876.7
"7957","J05AR18",2020,"HC",2,8894231.7,"mg",17439.67
"7958","J05AR18",2020,"HC",3,7849093.8,"mg",15390.38
"7959","J05AR18",2020,"HC",4,7971172.5,"mg",15629.75
"7960","J05AR18",2021,"AC",1,65180754,"mg",127805.4
"7961","J05AR18",2021,"AC",2,56307641.4,"mg",110407.14
"7962","J05AR18",2021,"AC",3,56496168,"mg",110776.8
"7963","J05AR18",2021,"AC",4,58149639,"mg",114018.9
"7964","J05AR18",2021,"HC",1,8047922.4,"mg",15780.24
"7965","J05AR18",2021,"HC",2,7034720.7,"mg",13793.57
"7966","J05AR18",2021,"HC",3,6184290.6,"mg",12126.06
"7967","J05AR18",2021,"HC",4,5968142.4,"mg",11702.24
"7968","J05AR19",2017,"AC",1,4411680,"mg",22058.4
"7969","J05AR19",2017,"AC",2,11315030,"mg",56575.15
"7970","J05AR19",2017,"AC",3,16107076,"mg",80535.38
"7971","J05AR19",2017,"AC",4,21081128,"mg",105405.64
"7972","J05AR19",2017,"HC",1,1351380,"mg",6756.9
"7973","J05AR19",2017,"HC",2,1575600,"mg",7878
"7974","J05AR19",2017,"HC",3,1437634,"mg",7188.17
"7975","J05AR19",2017,"HC",4,1412586,"mg",7062.93
"7976","J05AR19",2018,"AC",1,21367762,"mg",106838.81
"7977","J05AR19",2018,"AC",2,23640262,"mg",118201.31
"7978","J05AR19",2018,"AC",3,23414628,"mg",117073.14
"7979","J05AR19",2018,"AC",4,26926802,"mg",134634.01
"7980","J05AR19",2018,"HC",1,1466924,"mg",7334.62
"7981","J05AR19",2018,"HC",2,1571762,"mg",7858.81
"7982","J05AR19",2018,"HC",3,1173620,"mg",5868.1
"7983","J05AR19",2018,"HC",4,1605496,"mg",8027.48
"7984","J05AR19",2019,"AC",1,26244446,"mg",131222.23
"7985","J05AR19",2019,"AC",2,27936802,"mg",139684.01
"7986","J05AR19",2019,"AC",3,26696320,"mg",133481.6
"7987","J05AR19",2019,"AC",4,30445036,"mg",152225.18
"7988","J05AR19",2019,"HC",1,1346936,"mg",6734.68
"7989","J05AR19",2019,"HC",2,1476216,"mg",7381.08
"7990","J05AR19",2019,"HC",3,1090396,"mg",5451.98
"7991","J05AR19",2019,"HC",4,1554390,"mg",7771.95
"7992","J05AR19",2020,"AC",1,30756520,"mg",153782.6
"7993","J05AR19",2020,"AC",2,27360496,"mg",136802.48
"7994","J05AR19",2020,"AC",3,32062248,"mg",160311.24
"7995","J05AR19",2020,"AC",4,31130220,"mg",155651.1
"7996","J05AR19",2020,"HC",1,1341078,"mg",6705.39
"7997","J05AR19",2020,"HC",2,1501466,"mg",7507.33
"7998","J05AR19",2020,"HC",3,1152208,"mg",5761.04
"7999","J05AR19",2020,"HC",4,1147158,"mg",5735.79
"8000","J05AR19",2021,"AC",1,28110320,"mg",140551.6
"8001","J05AR19",2021,"AC",2,28122137,"mg",140315.26
"8002","J05AR19",2021,"AC",3,26853577,"mg",131018.21
"8003","J05AR19",2021,"AC",4,29604615,"mg",146318.7
"8004","J05AR19",2021,"HC",1,1127564,"mg",5637.82
"8005","J05AR19",2021,"HC",2,1171196,"mg",5855.98
"8006","J05AR19",2021,"HC",3,1130998,"mg",5654.99
"8007","J05AR19",2021,"HC",4,1006744,"mg",5033.72
"8008","J05AR20",2019,"AC",1,8932440,"mg",32481.6
"8009","J05AR20",2019,"AC",2,24392560.5,"mg",88700.22
"8010","J05AR20",2019,"AC",3,34976502,"mg",127187.28
"8011","J05AR20",2019,"AC",4,50179703.75,"mg",182471.65
"8012","J05AR20",2019,"HC",1,6135775.25,"mg",22311.91
"8013","J05AR20",2019,"HC",2,7897543.5,"mg",28718.34
"8014","J05AR20",2019,"HC",3,9391838.5,"mg",34152.14
"8015","J05AR20",2019,"HC",4,9970669.5,"mg",36256.98
"8016","J05AR20",2020,"AC",1,60482284.5,"mg",219935.58
"8017","J05AR20",2020,"AC",2,53827672.25,"mg",195736.99
"8018","J05AR20",2020,"AC",3,62477085,"mg",227189.4
"8019","J05AR20",2020,"AC",4,66136163.5,"mg",240495.14
"8020","J05AR20",2020,"HC",1,8541090.25,"mg",31058.51
"8021","J05AR20",2020,"HC",2,8249175,"mg",29997
"8022","J05AR20",2020,"HC",3,9043262.25,"mg",32884.59
"8023","J05AR20",2020,"HC",4,8825506.25,"mg",32092.75
"8024","J05AR20",2021,"AC",1,63943327.25,"mg",232521.19
"8025","J05AR20",2021,"AC",2,67484362,"mg",245397.68
"8026","J05AR20",2021,"AC",3,66296980.75,"mg",241079.93
"8027","J05AR20",2021,"AC",4,76837037.75,"mg",279407.41
"8028","J05AR20",2021,"HC",1,9184914.75,"mg",33399.69
"8029","J05AR20",2021,"HC",2,9892344,"mg",35972.16
"8030","J05AR20",2021,"HC",3,7682565,"mg",27936.6
"8031","J05AR20",2021,"HC",4,13778985,"mg",50105.4
"8032","J05AR21",2019,"AC",1,552217.5,"mg",7362.9
"8033","J05AR21",2019,"AC",2,1236240,"mg",16483.2
"8034","J05AR21",2019,"AC",3,1765732.5,"mg",23543.1
"8035","J05AR21",2019,"AC",4,2195235,"mg",29269.8
"8036","J05AR21",2019,"HC",1,70447.5,"mg",939.3
"8037","J05AR21",2019,"HC",2,340875,"mg",4545
"8038","J05AR21",2019,"HC",3,268761,"mg",3583.48
"8039","J05AR21",2019,"HC",4,310953.75,"mg",4146.05
"8040","J05AR21",2020,"AC",1,2525277.75,"mg",33670.37
"8041","J05AR21",2020,"AC",2,2201295,"mg",29350.6
"8042","J05AR21",2020,"AC",3,2651704.5,"mg",35356.06
"8043","J05AR21",2020,"AC",4,2481570,"mg",33087.6
"8044","J05AR21",2020,"HC",1,403899,"mg",5385.32
"8045","J05AR21",2020,"HC",2,292395,"mg",3898.6
"8046","J05AR21",2020,"HC",3,291940.5,"mg",3892.54
"8047","J05AR21",2020,"HC",4,327240,"mg",4363.2
